method,file_name,num_rows,depth,branching_limit,time_limit,status,obj_value,gap,solve_time,regret_train,best_found_train,treatment_acc_train,regret_test,best_found_test,treatment_acc_test,prop_pred,ml,randomization,split
Direct,data_train_enc_r0.11_4,3000,3,100.0,14400,9,2372.8042427756427,2.603120605035566,14406.31581401825,864,71.2,66.46666666666667,388,72.005772005772,66.45021645021644,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_4,3000,3,100.0,14400,9,2462.5025768367423,0.5101340910230702,14406.190765857697,507,83.1,80.26666666666667,234,83.11688311688312,80.88023088023088,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_4,3000,3,100.0,14400,9,2265.517423323357,3.1809819028585413,14405.480982780457,465,84.5,86.9,235,83.04473304473305,86.14718614718615,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_4,3000,3,100.0,14400,9,2257.832083682508,2.499202982990697,14405.333801031113,642,78.60000000000001,78.63333333333333,289,79.14862914862914,78.28282828282829,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_4,3000,4,100.0,14400,9,2546.7935067594044,0.1180598702245399,14413.798814296722,606,79.80000000000001,69.73333333333333,282,79.65367965367966,69.33621933621934,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_4,3000,4,100.0,14400,9,2394.961131374685,1.9524676632481524,14413.071678876877,835,72.16666666666667,67.80000000000001,384,72.2943722943723,67.24386724386724,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_4,3000,4,100.0,14400,9,2467.5866925214696,0.4046390755354339,14412.328476667404,524,82.53333333333333,79.43333333333334,239,82.75613275613276,80.66378066378066,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_4,3000,4,100.0,14400,9,2291.283509871453,2.020684585493583,14411.751194238665,497,83.43333333333334,84.36666666666667,247,82.17893217893217,84.4155844155844,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_4,3000,4,100.0,14400,9,2275.2068584630924,2.10699998367269,14412.631707906725,661,77.96666666666667,77.2,301,78.28282828282829,77.56132756132756,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_5,3000,1,100.0,14400,2,2514.573408900099,0.0,2.929884433746338,1143,61.9,51.83333333333333,511,63.13131313131313,52.38095238095239,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,1,100.0,14400,2,2345.35177168346,0.0,5.619409322738648,1071,64.3,60.9,517,62.698412698412696,59.37950937950938,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,1,100.0,14400,2,2348.539699065337,0.0,6.079296350479126,508,83.06666666666666,82.93333333333334,214,84.55988455988455,83.98268398268398,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,1,100.0,14400,2,2099.3430772355946,0.0,5.547528982162476,611,79.63333333333334,80.2,284,79.50937950937951,82.03463203463204,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,1,100.0,14400,2,2169.071611719024,0.0,5.987743139266968,634,78.86666666666666,80.13333333333334,285,79.43722943722943,81.24098124098124,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,2,100.0,14400,2,2516.0672597916214,0.0,224.40897583961487,1059,64.7,54.63333333333333,474,65.80086580086581,55.05050505050505,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,2,100.0,14400,2,2428.774045255732,0.0,235.6443223953247,1013,66.23333333333333,61.93333333333333,495,64.28571428571429,61.11111111111112,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,2,100.0,14400,2,2401.9405389620943,0.0,194.8488292694092,591,80.30000000000001,77.76666666666667,257,81.45743145743147,79.87012987012987,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,2,100.0,14400,2,2152.003237063002,0.0062342732142274,245.9938781261444,534,82.19999999999999,84.63333333333334,249,82.03463203463204,86.07503607503607,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,2,100.0,14400,2,2286.521395604449,0.0,236.00347304344177,758,74.73333333333333,74.13333333333333,348,74.89177489177489,73.80952380952381,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,3,100.0,14400,9,2531.333925935379,0.2466069034102074,14406.414902448654,614,79.53333333333333,69.6,265,80.88023088023088,70.56277056277057,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,3,100.0,14400,9,2464.8111375968238,1.2152213350157086,14405.908163309095,815,72.83333333333334,67.53333333333333,379,72.65512265512265,68.47041847041847,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,3,100.0,14400,9,2416.496841908872,0.7358412057992165,14405.36601948738,487,83.76666666666667,81.23333333333333,221,84.05483405483406,82.17893217893217,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,3,100.0,14400,9,2192.3697638543263,3.368839069048809,14406.64429974556,553,81.56666666666666,84.39999999999999,263,81.02453102453102,85.35353535353535,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,3,100.0,14400,9,2312.1702832600968,3.0131709950296197,14406.837682724,654,78.2,78.3,289,79.14862914862914,78.57142857142857,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,4,100.0,14400,9,2534.24803752204,0.1357242243058548,14411.850079774857,637,78.76666666666667,68.7,277,80.01443001443002,69.84126984126983,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,4,100.0,14400,9,2480.0693099278737,1.2853250787606558,14411.182547092438,912,69.6,64.36666666666667,428,69.11976911976912,64.64646464646465,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,4,100.0,14400,9,2421.321682653498,0.6284269948305207,14410.842184066772,507,83.1,80.7,223,83.91053391053391,82.75613275613276,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,4,100.0,14400,9,2222.498435847966,1.967548613028082,14410.968043327332,532,82.26666666666667,84.16666666666667,250,81.96248196248196,84.55988455988455,tree,lrrf,r0.11,5
Direct,data_train_enc_r0.11_5,3000,4,100.0,14400,9,2328.9307305600805,2.291262341624001,14411.607582092283,663,77.9,76.93333333333334,301,78.28282828282829,77.56132756132756,tree,lrrf,r0.11,5
IPW,data_train_enc_0.33_1,3000,1,100.0,14400,2,2545.3457666281565,0.0,5.301457405090332,520,82.66666666666667,33.666666666666664,227,83.62193362193362,34.1991341991342,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,1,100.0,14400,2,2543.2194885636186,0.0,5.8701560497283936,496,83.46666666666667,34.5,224,83.83838383838383,31.67388167388168,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,1,100.0,14400,2,2590.5156271718006,0.0,7.085507869720459,497,83.43333333333334,34.46666666666667,244,82.3953823953824,31.746031746031743,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,1,100.0,14400,2,2482.3146620784337,0.0,9.644387483596802,507,83.1,33.766666666666666,235,83.04473304473305,34.84848484848485,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,1,100.0,14400,2,2570.524060003897,0.0,5.950014591217041,485,83.83333333333334,34.266666666666666,230,83.40548340548341,34.55988455988456,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,2,100.0,14400,2,2590.526489519723,0.0,171.42498803138733,471,84.3,33.53333333333333,210,84.84848484848484,33.477633477633475,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,2,100.0,14400,2,2587.5981867884725,0.0,157.1159963607788,449,85.03333333333333,34.46666666666667,215,84.48773448773449,31.746031746031743,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,2,100.0,14400,2,2630.386896366705,0.0,201.44392585754397,465,84.5,34.46666666666667,244,82.3953823953824,31.746031746031743,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,2,100.0,14400,2,2546.8899219422087,0.0,203.76054167747495,446,85.13333333333334,33.733333333333334,224,83.83838383838383,33.910533910533914,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,2,100.0,14400,2,2632.5248392752783,0.0,195.89972686767575,445,85.16666666666667,34.56666666666667,214,84.55988455988455,33.33333333333333,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,3,100.0,14400,9,2678.0527196850026,8.447694112517212,14405.90433692932,407,86.43333333333332,34.1,199,85.64213564213564,33.694083694083695,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,3,100.0,14400,9,2663.1371327727625,7.297107663519492,14405.515659332275,425,85.83333333333333,35.53333333333333,204,85.28138528138528,31.962481962481963,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,3,100.0,14400,9,2674.5924069868006,8.50060005871946,14405.68237066269,419,86.03333333333333,34.43333333333333,222,83.98268398268398,31.746031746031743,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,3,100.0,14400,9,2595.820080346641,8.036048198045311,14405.26377773285,421,85.96666666666667,34.13333333333333,212,84.7041847041847,33.4054834054834,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,3,100.0,14400,9,2695.950224040523,7.702799745272753,14405.514626264572,390,87.0,34.56666666666667,203,85.35353535353535,33.694083694083695,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,4,100.0,14400,9,2734.8984981019976,6.193572581632598,14411.137371301653,365,87.83333333333333,34.333333333333336,175,87.37373737373737,33.98268398268398,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,4,100.0,14400,9,2707.7580539119026,5.528967495828807,14410.83675289154,394,86.86666666666667,35.86666666666667,201,85.4978354978355,32.53968253968254,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,4,100.0,14400,9,2725.643778199719,6.557809715836388,14410.754100322723,364,87.86666666666667,34.733333333333334,214,84.55988455988455,32.39538239538239,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,4,100.0,14400,9,2635.49814129328,7.275389857306274,14410.724770784378,416,86.13333333333333,34.56666666666667,220,84.12698412698413,33.98268398268398,tree,ml,0.33,1
IPW,data_train_enc_0.33_1,3000,4,100.0,14400,9,2746.493278784337,5.773084357430943,14412.335544109344,332,88.93333333333334,34.46666666666667,174,87.44588744588745,33.694083694083695,tree,ml,0.33,1
IPW,data_train_enc_0.33_2,3000,1,100.0,14400,2,2560.147397512668,0.0,5.370994091033936,502,83.26666666666667,33.36666666666667,245,82.32323232323232,34.84848484848485,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,1,100.0,14400,2,2433.1138332551554,0.0,4.666040658950806,502,83.26666666666667,32.63333333333333,218,84.27128427128427,35.714285714285715,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,1,100.0,14400,2,2494.9476614103487,0.0,6.150714159011841,506,83.13333333333334,33.0,235,83.04473304473305,34.92063492063492,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,1,100.0,14400,2,2560.8329156644104,0.0,5.7944934368133545,503,83.23333333333333,34.56666666666667,239,82.75613275613276,33.11688311688312,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,1,100.0,14400,2,2602.9922779922786,0.0,4.914364576339722,493,83.56666666666666,35.099999999999994,222,83.98268398268398,32.75613275613276,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,2,100.0,14400,2,2603.896821741132,0.0,195.78377318382263,460,84.66666666666667,33.33333333333333,227,83.62193362193362,33.910533910533914,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,2,100.0,14400,2,2489.6385670939926,0.0,190.0898609161377,456,84.8,32.93333333333333,214,84.55988455988455,34.92063492063492,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,2,100.0,14400,2,2515.02848785444,0.0,217.6155982017517,479,84.03333333333333,32.800000000000004,220,84.12698412698413,35.064935064935064,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,2,100.0,14400,2,2605.43198489756,0.0,229.0937967300415,455,84.83333333333334,34.266666666666666,223,83.91053391053391,32.25108225108225,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,2,100.0,14400,2,2641.240347490348,0.0,183.78222608566284,449,85.03333333333333,34.9,210,84.84848484848484,32.61183261183261,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,3,100.0,14400,9,2655.9465684016573,8.804972546242675,14405.68462753296,433,85.56666666666666,33.53333333333333,207,85.06493506493507,33.62193362193362,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,3,100.0,14400,9,2565.983623592006,8.625345659439862,14406.576668977736,435,85.5,33.63333333333333,183,86.7965367965368,36.86868686868687,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,3,100.0,14400,9,2587.932197250835,7.5943533146775,14405.785435676577,414,86.2,33.266666666666666,205,85.20923520923522,33.549783549783555,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,3,100.0,14400,9,2675.386928661555,8.426795588513897,14405.135602712631,401,86.63333333333333,34.7,199,85.64213564213564,32.53968253968254,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,3,100.0,14400,9,2694.1361003861,8.38335979292966,14405.532950878143,408,86.4,35.46666666666667,190,86.2914862914863,32.900432900432904,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,4,100.0,14400,9,2712.003684937816,6.555973748927296,14410.58546257019,383,87.23333333333333,33.900000000000006,198,85.71428571428571,35.064935064935064,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,4,100.0,14400,9,2628.603494641153,6.037619837826797,14412.746666669846,408,86.4,34.5,181,86.94083694083695,36.14718614718615,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,4,100.0,14400,9,2635.792314433824,6.328617761647383,14412.49145078659,413,86.23333333333333,33.96666666666667,212,84.7041847041847,33.98268398268398,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,4,100.0,14400,9,2716.44740086117,6.787869900299796,14413.440528869629,391,86.96666666666667,35.0,182,86.86868686868688,31.746031746031743,tree,ml,0.33,2
IPW,data_train_enc_0.33_2,3000,4,100.0,14400,9,2723.1780888030894,7.273911483093277,14412.381739854813,383,87.23333333333333,35.43333333333333,180,87.01298701298701,32.106782106782106,tree,ml,0.33,2
IPW,data_train_enc_0.33_3,3000,1,100.0,14400,2,2561.549415498522,0.0,6.013934373855591,516,82.8,33.800000000000004,231,83.33333333333334,33.910533910533914,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,1,100.0,14400,2,2471.850288982981,0.0,5.112605094909668,501,83.3,34.333333333333336,219,84.19913419913419,32.03463203463203,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,1,100.0,14400,2,2604.617635121091,0.0,7.858528137207031,509,83.03333333333333,34.1,232,83.26118326118326,32.53968253968254,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,1,100.0,14400,2,2529.7389572089014,0.0,7.876968622207642,515,82.83333333333334,34.0,227,83.62193362193362,34.34343434343434,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,1,100.0,14400,2,2537.4872647608827,0.0,5.956894397735596,498,83.39999999999999,35.233333333333334,217,84.34343434343434,32.467532467532465,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,2,100.0,14400,2,2600.417869896286,0.0,298.7253909111023,480,84.0,33.83333333333333,219,84.19913419913419,33.694083694083695,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,2,100.0,14400,2,2521.878167140325,0.0,177.15819883346558,469,84.36666666666667,34.5,206,85.13708513708514,31.746031746031743,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,2,100.0,14400,2,2641.149792890752,0.0068456094383809,146.07507634162903,471,84.3,34.03333333333333,214,84.55988455988455,32.25108225108225,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,2,100.0,14400,2,2578.035323730861,0.0,177.32110285758972,459,84.7,33.733333333333334,211,84.77633477633478,33.910533910533914,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,2,100.0,14400,2,2585.410658377795,0.0,185.58610558509827,466,84.46666666666667,35.4,203,85.35353535353535,32.106782106782106,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,3,100.0,14400,9,2663.1787903222585,8.758869333999412,14405.238501548769,436,85.46666666666667,34.13333333333333,182,86.86868686868688,33.83838383838384,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,3,100.0,14400,9,2598.8793785018606,7.776956332975778,14405.852497577667,432,85.6,35.46666666666667,201,85.4978354978355,32.53968253968254,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,3,100.0,14400,9,2674.4551208775592,8.617501750509073,14405.433559179306,452,84.93333333333334,34.233333333333334,206,85.13708513708514,32.53968253968254,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,3,100.0,14400,9,2637.9542597587256,8.163088908474114,14406.319630146028,417,86.1,34.03333333333333,195,85.93073593073593,33.62193362193362,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,3,100.0,14400,9,2661.245114305614,7.536140950422928,14405.65882372856,408,86.4,35.96666666666667,176,87.3015873015873,31.313131313131315,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,4,100.0,14400,9,2726.020148961228,6.2517143096364265,14410.875419139862,362,87.93333333333334,34.233333333333334,155,88.81673881673882,33.694083694083695,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,4,100.0,14400,9,2661.3787092300468,5.294555356087431,14413.383566379547,354,88.2,35.233333333333334,170,87.73448773448773,32.900432900432904,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,4,100.0,14400,9,2734.437864168521,6.234863691776825,14410.235479593275,368,87.73333333333333,34.233333333333334,165,88.09523809523809,32.683982683982684,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,4,100.0,14400,9,2694.01200658832,5.91240144326939,14412.071950912476,375,87.5,34.46666666666667,171,87.66233766233766,32.61183261183261,tree,ml,0.33,3
IPW,data_train_enc_0.33_3,3000,4,100.0,14400,9,2682.91709420482,6.831975708848194,14412.802061796188,402,86.6,36.06666666666667,167,87.95093795093794,31.457431457431458,tree,ml,0.33,3
IPW,data_train_enc_0.33_4,3000,1,100.0,14400,2,2558.8150566545046,0.0,5.53301739692688,497,83.43333333333334,34.13333333333333,250,81.96248196248196,33.18903318903319,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,1,100.0,14400,2,2460.6247697530184,0.0,7.064834833145142,488,83.73333333333333,33.36666666666667,232,83.26118326118326,34.12698412698413,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,1,100.0,14400,2,2618.631591102183,0.0,5.64448094367981,502,83.26666666666667,33.53333333333333,239,82.75613275613276,33.76623376623377,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,1,100.0,14400,2,2498.3023188966977,0.0,4.789048910140991,505,83.16666666666667,33.266666666666666,237,82.90043290043289,35.93073593073593,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,1,100.0,14400,2,2578.6098181911702,0.0,4.755326271057129,482,83.93333333333334,34.266666666666666,233,83.1890331890332,34.55988455988456,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,2,100.0,14400,2,2600.15363933167,0.0,209.20771265029907,443,85.23333333333333,33.7,238,82.82828282828282,33.11688311688312,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,2,100.0,14400,2,2498.659462522936,0.0,215.2855863571167,451,84.96666666666667,33.2,224,83.83838383838383,34.55988455988456,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,2,100.0,14400,2,2652.777892331929,0.0,174.20902061462402,476,84.13333333333334,33.46666666666667,233,83.1890331890332,33.910533910533914,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,2,100.0,14400,2,2544.8304640048705,0.0,176.71132707595825,447,85.1,32.86666666666667,223,83.91053391053391,35.78643578643579,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,2,100.0,14400,2,2624.147915755909,0.0,164.01701140403748,432,85.6,34.13333333333333,223,83.91053391053391,34.05483405483405,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,3,100.0,14400,9,2651.6948338774737,7.027494364423083,14405.50136590004,408,86.4,33.93333333333333,209,84.92063492063492,33.62193362193362,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,3,100.0,14400,9,2573.057642309228,7.758079135718778,14405.762912511826,403,86.56666666666666,33.86666666666667,198,85.71428571428571,34.41558441558442,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,3,100.0,14400,9,2693.945217455854,9.324769917518456,14405.735498428345,454,84.86666666666667,33.86666666666667,224,83.83838383838383,33.62193362193362,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,3,100.0,14400,9,2606.0310546489463,7.014887092383683,14405.028970479963,394,86.86666666666667,32.93333333333333,203,85.35353535353535,35.35353535353536,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,3,100.0,14400,9,2679.804561935866,7.257683460135005,14405.878804683683,393,86.9,34.43333333333333,191,86.21933621933621,34.63203463203463,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,4,100.0,14400,9,2695.698098713272,5.902468564097752,14411.685061693192,377,87.43333333333332,34.1,209,84.92063492063492,33.18903318903319,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,4,100.0,14400,9,2621.707886354689,6.285315365641048,14411.152081489565,396,86.8,34.9,186,86.58008658008657,34.41558441558442,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,4,100.0,14400,9,2745.2017848453115,7.283531103107022,14410.713742494583,390,87.0,33.733333333333334,196,85.85858585858585,33.04473304473304,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,4,100.0,14400,9,2655.592543871361,5.335378038848309,14410.9993724823,374,87.53333333333333,33.53333333333333,190,86.2914862914863,35.858585858585855,tree,ml,0.33,4
IPW,data_train_enc_0.33_4,3000,4,100.0,14400,9,2750.5109683224714,4.763801323012772,14410.81228852272,338,88.73333333333333,34.733333333333334,170,87.73448773448773,34.63203463203463,tree,ml,0.33,4
IPW,data_train_enc_0.33_5,3000,1,100.0,14400,2,2546.8747499639994,0.0,5.989153623580933,529,82.36666666666666,34.03333333333333,218,84.27128427128427,33.4054834054834,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,1,100.0,14400,2,2450.5517076120823,0.0,6.858379364013672,504,83.2,33.800000000000004,216,84.4155844155844,33.18903318903319,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,1,100.0,14400,2,2580.340734598866,0.0,5.319741725921631,520,82.66666666666667,34.166666666666664,221,84.05483405483406,32.39538239538239,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,1,100.0,14400,2,2527.118392103226,0.0,7.860344171524048,526,82.46666666666667,33.93333333333333,216,84.4155844155844,34.48773448773449,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,1,100.0,14400,2,2540.0310480955886,0.0,6.051248073577881,517,82.76666666666667,33.83333333333333,198,85.71428571428571,35.4978354978355,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,2,100.0,14400,2,2590.3330079531474,0.0,187.52066707611084,488,83.73333333333333,33.83333333333333,199,85.64213564213564,32.82828282828283,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,2,100.0,14400,2,2491.6502162328698,0.0,161.82193446159363,477,84.1,34.03333333333333,206,85.13708513708514,33.26118326118326,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,2,100.0,14400,2,2606.815089038505,0.0,181.36652326583865,493,83.56666666666666,34.13333333333333,206,85.13708513708514,32.17893217893218,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,2,100.0,14400,2,2568.983766426827,0.0,255.98516607284543,487,83.76666666666667,33.733333333333334,191,86.21933621933621,33.4054834054834,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,2,100.0,14400,2,2571.663493252054,0.0,233.75868391990664,486,83.8,33.83333333333333,182,86.86868686868688,35.20923520923521,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,3,100.0,14400,9,2648.4573778624144,7.648874125969433,14405.190254449844,447,85.1,34.233333333333334,180,87.01298701298701,33.477633477633475,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,3,100.0,14400,9,2567.7539167246714,8.19345399118391,14405.27486371994,410,86.33333333333333,34.333333333333336,180,87.01298701298701,33.33333333333333,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,3,100.0,14400,9,2663.191713537524,7.986769070161105,14405.32781267166,432,85.6,34.7,178,87.15728715728716,32.25108225108225,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,3,100.0,14400,9,2616.7182018195845,8.78699976252777,14405.206035375595,438,85.39999999999999,33.93333333333333,168,87.87878787878788,33.83838383838384,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,3,100.0,14400,9,2659.2631817368515,7.6206233103726815,14405.648073673248,421,85.96666666666667,34.63333333333333,167,87.95093795093794,34.55988455988456,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,4,100.0,14400,9,2681.9301979485067,6.421225980253059,14410.58339881897,437,85.43333333333332,35.03333333333333,211,84.77633477633478,33.04473304473304,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,4,100.0,14400,9,2631.6852470988283,5.56511860835021,14410.54104065895,413,86.23333333333333,35.46666666666667,183,86.7965367965368,34.05483405483405,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,4,100.0,14400,9,2695.236116226445,6.735895017002101,14411.148982286451,431,85.63333333333333,34.46666666666667,180,87.01298701298701,32.106782106782106,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,4,100.0,14400,9,2676.443978319555,6.359380097571468,14412.981595039368,412,86.26666666666667,34.66666666666667,173,87.51803751803752,33.26118326118326,tree,ml,0.33,5
IPW,data_train_enc_0.33_5,3000,4,100.0,14400,9,2703.7968242410943,5.848027706437593,14412.29919075966,390,87.0,34.5,175,87.37373737373737,35.42568542568543,tree,ml,0.33,5
IPW,data_train_enc_r0.06_1,3000,1,100.0,14400,2,3626.2716254499896,0.0,8.396458625793457,880,70.66666666666667,70.83333333333334,418,69.84126984126983,71.71717171717171,tree,lrrf,r0.06,1
IPW,data_train_enc_r0.06_1,3000,1,100.0,14400,2,3653.481288263455,0.0,10.004522800445557,1305,56.49999999999999,57.4,571,58.8023088023088,59.23520923520924,tree,lrrf,r0.06,1
IPW,data_train_enc_r0.06_1,3000,1,100.0,14400,2,3624.9589305625104,0.0,9.875736951828005,1059,64.7,66.63333333333334,524,62.19336219336219,63.85281385281385,tree,lrrf,r0.06,1
IPW,data_train_enc_r0.06_1,3000,1,100.0,14400,2,3815.8499059352503,0.0,7.930063247680664,1273,57.56666666666666,56.03333333333333,574,58.58585858585859,57.72005772005772,tree,lrrf,r0.06,1
IPW,data_train_enc_r0.06_1,3000,1,100.0,14400,2,3728.622673919217,0.0,8.860192060470581,1302,56.6,56.13333333333333,566,59.16305916305916,57.287157287157285,tree,lrrf,r0.06,1
IPW,data_train_enc_r0.06_1,3000,2,100.0,14400,2,4089.557118257818,0.0,318.8904337882996,788,73.73333333333333,73.43333333333332,378,72.72727272727273,73.52092352092352,tree,lrrf,r0.06,1
IPW,data_train_enc_r0.06_1,3000,2,100.0,14400,2,4132.215657088602,0.0,368.7590951919556,940,68.66666666666667,68.26666666666667,427,69.1919191919192,68.9033189033189,tree,lrrf,r0.06,1
IPW,data_train_enc_r0.06_1,3000,2,100.0,14400,2,4201.339013630473,0.0,354.4809091091156,582,80.60000000000001,80.56666666666666,263,81.02453102453102,80.59163059163059,tree,lrrf,r0.06,1
IPW,data_train_enc_r0.06_1,3000,2,100.0,14400,2,4293.215635204255,0.0,218.74876165390012,924,69.19999999999999,67.16666666666666,430,68.97546897546898,67.82106782106783,tree,lrrf,r0.06,1
